0 0 0 0 0 0 
0 0 0 65792 0 10248712 
0 0 0 10314496 0 7622514 
0 0 0 10314496 0 9237775 
0 0 0 10314496 0 255876 
0 0 0 10314496 0 12396049 
0 0 0 12396288 0 16739073 
0 0 0 16739328 0 15360430 
0 0 0 16739328 0 2988139 
0 0 0 16739328 0 10805760 
0 0 0 16739328 0 6012589 
0 0 0 16739328 0 5608882 
0 0 0 16739328 0 9282383 
0 0 0 16739328 0 300484 
0 0 0 16739328 0 12440657 
0 0 0 16739328 0 11836214 
0 0 0 16739328 0 15487411 
0 0 0 16739328 0 6661640 
0 0 0 16739328 0 1823861 
0 0 0 16739328 0 1375546 
0 0 0 16739328 0 5004439 
0 0 0 16739328 0 12933580 
0 0 0 16739328 0 8251929 
0 0 0 16739328 0 7602878 
0 0 0 16739328 0 11387899 
0 0 0 16739328 0 2517520 
0 0 0 16739328 0 14412349 
0 0 0 16739328 0 13919426 
0 0 0 16739328 0 904927 
0 0 0 16739328 0 8789460 
0 0 0 16739328 0 4063201 
0 0 0 16739328 0 3547974 
0 0 0 16739328 0 7109955 
0 0 0 16739328 0 14972184 
0 0 0 16739328 0 10223621 
0 0 0 16739328 0 9686090 
0 0 0 16739328 0 13404199 
0 0 0 16739328 0 4466908 
0 0 0 16739328 0 16651689 
0 0 0 16739328 0 16091854 
0 0 0 16739328 0 3010443 
0 0 0 16739328 0 10828064 
0 0 0 16739328 0 6034893 
0 0 0 16739328 0 5631186 
0 0 0 16739328 0 9304687 
0 0 0 16739328 0 322788 
0 0 0 16739328 0 12462961 
0 0 0 16739328 0 11858518 
0 0 0 16739328 0 15509715 
0 0 0 16739328 0 6683944 
0 0 0 16739328 0 1846165 
0 0 0 16739328 0 1397850 
0 0 0 16739328 0 5026743 
0 0 0 16739328 0 12955884 
0 0 0 16739328 0 8274233 
0 0 0 16739328 0 7625182 
0 0 0 16739328 0 11410203 
0 0 0 16739328 0 2361392 
0 0 0 16739328 0 14434653 
0 0 0 16739328 0 13941730 
0 0 0 16739328 0 927231 
0 0 0 16739328 0 8811764 
0 0 0 16739328 0 4085505 
0 0 0 16739328 0 3391846 
0 0 0 16739328 0 7132259 
0 0 0 16739328 0 14994488 
0 0 0 16739328 0 10245925 
0 0 0 16739328 0 9708394 
0 0 0 16739328 0 13426503 
0 0 0 16739328 0 4489212 
0 0 0 16739328 0 16673993 
0 0 0 16739584 0 9340223 
0 0 0 16739584 0 8677940 
0 0 0 16739584 0 3951681 
0 0 0 16739584 0 3436454 
0 0 0 16739584 0 7176867 
0 0 0 16739584 0 15039096 
0 0 0 16739584 0 10290533 
0 0 0 16739584 0 9753002 
0 0 0 16739584 0 13471111 
0 0 0 16739584 0 4533820 
0 0 0 16739584 0 16540169 
0 0 0 16739584 0 15980334 
0 0 0 16739584 0 2898923 
0 0 0 16739584 0 10894976 
0 0 0 16739584 0 6101805 
0 0 0 16739584 0 5519666 
0 0 0 16739584 0 9193167 
0 0 0 16739584 0 389700 
0 0 0 16739584 0 12351441 
0 0 0 16739584 0 11925430 
0 0 0 16739584 0 15576627 
0 0 0 16739584 0 6572424 
0 0 0 16739584 0 1913077 
0 0 0 16739584 0 1464762 
0 0 0 16739584 0 5093655 
0 0 0 16739584 0 12844364 
0 0 0 16739584 0 8162713 
0 0 0 16739584 0 7692094 
0 0 0 16739584 0 11298683 
0 0 0 16739584 0 2428304 
0 0 0 16739584 0 14501565 
0 0 0 16739584 0 14008642 
0 0 0 16739584 0 815711 
0 0 0 16739584 0 8700244 
0 0 0 16739584 0 3973985 
0 0 0 16739584 0 3458758 
0 0 0 16739584 0 7199171 
0 0 0 16739584 0 15061400 
0 0 0 16739584 0 10312837 
0 0 0 16739584 0 9775306 
0 0 0 16739584 0 13493415 
0 0 0 16739584 0 4556124 
0 0 0 16739584 0 16562473 
0 0 0 16739584 0 16002638 
0 0 0 16739584 0 2921227 
0 0 0 16739584 0 10738848 
0 0 0 16739584 0 6124109 
0 0 0 16739584 0 5541970 
0 0 0 16739584 0 9215471 
0 0 0 16739584 0 412004 
0 0 0 16739584 0 12373745 
0 0 0 16739584 0 11947734 
0 0 0 16739584 0 15598931 
0 0 0 16739584 0 6594728 
0 0 0 16739584 0 1935381 
0 0 0 16739584 0 1308634 
0 0 0 16739584 0 5115959 
0 0 0 16739584 0 12866668 
0 0 0 16739584 0 8185017 
0 0 0 16739584 0 7714398 
0 0 0 16739584 0 11320987 
0 0 0 16739584 0 2450608 
0 0 0 16739584 0 14523869 
0 0 0 16739584 0 14030946 
0 0 0 16739584 0 838015 
0 0 0 16739584 0 8722548 
0 0 0 16739584 0 3996289 
0 0 0 16739584 0 3481062 
0 0 0 16739584 0 7221475 
0 0 0 16739584 0 15083704 
0 0 0 16739584 0 10335141 
0 0 0 16739584 0 9797610 
0 0 0 16739584 0 13515719 
0 0 0 16739584 0 4578428 
0 0 0 16739584 0 16584777 
0 0 0 16739584 0 16024942 
0 0 0 16739584 0 2943531 
0 0 0 16739584 0 10761152 
0 0 0 16739584 0 6146413 
0 0 0 16739584 0 5564274 
0 0 0 16739584 0 9237775 
0 0 0 16739584 0 255876 
0 0 0 16739584 0 12396049 
0 0 0 16739584 0 11791606 
0 0 0 16739584 0 15621235 
0 0 0 16739584 0 6617032 
0 0 0 16739584 0 1957685 
0 0 0 16739584 0 1330938 
0 0 0 16739584 0 5138263 
0 0 0 16739584 0 12888972 
0 0 0 16739584 0 8207321 
0 0 0 16739584 0 7736702 
0 0 0 16739584 0 11343291 
0 0 0 16739584 0 2472912 
0 0 0 16739584 0 14546173 
0 0 0 16739584 0 14053250 
0 0 0 16739584 0 860319 
0 0 0 16739584 0 8744852 
0 0 0 16739584 0 4018593 
0 0 0 16739584 0 3503366 
0 0 0 16739584 0 7065347 
0 0 0 16739584 0 14927576 
0 0 0 16739584 0 10357445 
0 0 0 16739584 0 9819914 
0 0 0 16739584 0 13359591 
0 0 0 16739584 0 4600732 
0 0 0 16739584 0 16607081 
0 0 0 16739584 0 16047246 
0 0 0 16739584 0 2965835 
0 0 0 16739584 0 10783456 
0 0 0 16739584 0 6168717 
0 0 0 16739584 0 5586578 
0 0 0 16739584 0 9260079 
0 0 0 16739584 0 278180 
0 0 0 16739584 0 12418353 
0 0 0 16739584 0 11813910 
0 0 0 16739584 0 15465107 
0 0 0 16739584 0 6639336 
0 0 0 16739584 0 1979989 
0 0 0 16739584 0 1353242 
0 0 0 16739584 0 4982135 
0 0 0 16739584 0 12911276 
0 0 0 16739584 0 8229625 
0 0 0 16739584 0 7759006 
0 0 0 16739584 0 11365595 
0 0 0 16739584 0 2495216 
0 0 0 16739584 0 14568477 
0 0 0 16739584 0 13897122 
